"","name","start","nation","product","dist","class","genre","director","people","screen","play"
"275","숨바꼭질",41500,"한국","(주)드림캡쳐","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","스릴러","허정",5584974,303,87518
"276","숲속으로",41997,"미국","","월트디즈니컴퍼니코리아(주)","전체관람가","뮤지컬","롭 마샬",341882,424,8659
"277","슈퍼미니",41739,"프랑스","","판씨네마(주)","전체관람가","애니메이션,액션,어드벤처","토마스 자보,헬레네 지라드",89328,348,3329
"278","슈퍼배드 2",41529,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","전체관람가","애니메이션","크리스 리노드,피에르 꼬팽",873759,926,15945
"279","스누피: 더 피너츠 무비",42362,"미국","","이십세기폭스코리아(주)","전체관람가","애니메이션,어드벤처,코미디","스티브 마티노",195738,940,4802
"280","스물",42088,"한국","(주)영화나무,(주)아이에이치큐","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","코미디,드라마","이병헌",3030311,325,99906
"281","스타워즈: 깨어난 포스",42355,"미국","","월트디즈니컴퍼니코리아(주)","12세이상관람가","액션,어드벤처,판타지","J.J. 에이브럼스",3271473,384,69113
"282","스텝 업: 올 인",41885,"미국","","(주)나이너스엔터테인먼트","12세이상관람가","드라마,멜로/로맨스","트리시 시에",562601,116,15360
"283","스티브 잡스",42390,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","12세이상관람가","드라마","대니 보일",68372,665,6377
"284","스틸 앨리스",42123,"미국","","그린나래미디어(주)","12세이상관람가","드라마","리처드 글랫저,워시 웨스트모어랜드",109655,425,4820
"285","스파이",41522,"한국","(주)제이케이필름,씨제이이앤엠(주)","씨제이이앤엠(주)","15세이상관람가","액션","이승준",2329186,320,62957
"286","스파이 브릿지",42313,"미국","","이십세기폭스코리아(주)","12세이상관람가","스릴러,드라마","스티븐 스필버그",263963,357,12428
"287","스포트라이트",42424,"미국","","(주)팝엔터테인먼트","15세이상관람가","드라마,스릴러","토마스 맥카시",296091,618,13297
"288","스폰지밥 3D",42053,"미국","","씨제이이앤엠(주)","전체관람가","애니메이션,어드벤처,코미디","폴 티비트",324735,733,8411
"289","슬로우 비디오",41914,"한국","이십세기폭스 인터내셔널 프로덕션,(주)영화사AK기쁜우리젊은날","이십세기폭스코리아(주)","12세이상관람가","드라마,코미디","김영탁",1167289,227,40656
"290","시간이탈자",42473,"한국","씨제이이앤엠(주),상상필름(주)","씨제이이앤엠(주)","15세이상관람가","스릴러","곽재용",1201778,531,55036
"291","시카리오: 암살자의 도시",42341,"미국","","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","범죄,미스터리,스릴러","드니 빌뇌브",147965,794,6476
"292","신데렐라",42082,"미국","","월트디즈니컴퍼니코리아(주)","전체관람가","멜로/로맨스","케네스 브래너",716226,285,27493
"293","신의 한 수",41823,"한국","(주)메이스엔터테인먼트,(주)아지트필름","(주)쇼박스","청소년관람불가","범죄,액션","조범구",3565910,180,77073
"294","신이 보낸 사람",41683,"한국","주식회사 태풍코리아","(주)씨타마운틴픽쳐스,(주)마인스 엔터테인먼트","15세이상관람가","드라마","김진무",417922,494,12432
"295","심야식당",42173,"일본","","(주)영화사 진진","12세이상관람가","드라마","마츠오카 조지",130762,422,5643
"296","싱 스트리트",42509,"아일랜드","","(주)이수C&E","15세이상관람가","드라마,멜로/로맨스","존 카니",550875,829,22406
"297","썬더와 마법저택",41632,"벨기에","","씨제이이앤엠(주)","전체관람가","애니메이션,어드벤처,가족","벤 스타센,제레미 드그루손",902345,297,15568
"298","쎄시봉",42040,"한국","유한회사 제이필름,(주)무브픽쳐스","씨제이이앤엠(주)","15세이상관람가","멜로/로맨스,코미디,드라마","김현석",1708690,388,51669
"299","쓰리 썸머 나잇",42200,"한국","더램프(주),㈜감독의집","(주)리틀빅픽쳐스,(주)인벤트스톤","청소년관람불가","코미디","김상진",77621,345,5391
"300","쓰리데이즈 투 킬",41732,"미국","","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션,스릴러","맥지",228422,1171,13723
"301","씬 시티: 다크히어로의 부활",41893,"미국","","메가박스(주)플러스엠","청소년관람불가","액션,범죄,스릴러","프랭크 밀러,로버트 로드리게즈",82571,331,8413
"302","아가씨",42522,"한국","유한회사 아가씨에프에스,(주)모호필름,(주)용필름","씨제이이앤엠(주)","청소년관람불가","스릴러,드라마","박찬욱",4265027,267,89010
"303","아더 우먼",41956,"미국","","이십세기폭스코리아(주)","15세이상관람가","코미디,멜로/로맨스","닉 카사베츠",75097,111,6390
"304","아더와 미니모이 3: 두 세계의 전쟁",42313,"프랑스","","(주)라이크 콘텐츠","전체관람가","애니메이션","뤽 베송",61288,308,2067
"305","아메리칸 셰프",42011,"미국","","(주)영화사 진진","15세이상관람가","코미디","존 파브로",143033,341,4337
"306","아메리칸 스나이퍼",42018,"미국","","워너브러더스 코리아(주)","청소년관람불가","액션","클린트 이스트우드",343479,245,10688
"307","아메리칸 울트라",42243,"미국","","씨제이이앤엠(주)","청소년관람불가","액션,코미디","니마 누리자데",161382,326,8634
"308","아메리칸 허슬",41690,"미국","","(주)누리픽쳐스","청소년관람불가","범죄,드라마","데이빗 O. 러셀",155201,776,6173
"309","아빠를 빌려드립니다",41963,"한국","(주)이스트스카이필름,(주)어뮤즈엔터테인먼트","메가박스(주)플러스엠,(주)레드로버","12세이상관람가","코미디,가족,드라마","김덕수",170217,326,8448
"310","악의 연대기",42138,"한국","(주)비에이엔터테인먼트","씨제이이앤엠(주)","15세이상관람가","스릴러","백운학",2191589,1519,64342
"311","안녕, 헤이즐",41864,"미국","","이십세기폭스코리아(주)","12세이상관람가","드라마,멜로/로맨스","조쉬 분",744078,464,17887
"312","암살",42207,"한국","(주)케이퍼필름","(주)쇼박스","15세이상관람가","액션,드라마","최동훈",12192629,949,155529
"313","애나벨",41914,"미국","","워너브러더스 코리아(주)","15세이상관람가","공포(호러)","존 R. 레오네티",926027,380,29000
"314","앤트맨",42250,"미국","","월트디즈니컴퍼니코리아(주)","12세이상관람가","액션,SF","페이튼 리드",2841299,661,74624
"315","앨빈과 슈퍼밴드: 악동 어드벤처",42404,"미국","","이십세기폭스코리아(주)","전체관람가","애니메이션,어드벤처,코미디","월트 벡커",289645,249,8904
"316","앵그리버드 더 무비",42509,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","전체관람가","애니메이션","퍼갈 레일리,클레이 케이티스",677738,494,15699
"317","어거스트: 가족의 초상",41732,"미국","","주식회사 우리네트웍스","15세이상관람가","드라마","존 웰스",69377,1312,5153
"318","어린왕자",42361,"프랑스","","씨네그루(주)다우기술","전체관람가","애니메이션,판타지,어드벤처","마크 오스본",577001,568,12305
"319","어메이징 스파이더맨 2",41752,"미국","","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","12세이상관람가","액션,판타지","마크 웹",4168077,1843,91705
"320","어바웃 타임",41613,"영국","","유니버설픽쳐스인터내셔널 코리아(유)","15세이상관람가","멜로/로맨스,코미디","리차드 커티스",3275308,401,59169
"321","어벤져스: 에이지 오브 울트론",42117,"미국","","월트디즈니컴퍼니코리아(주)","12세이상관람가","액션,어드벤처,판타지,SF","조스 웨던",10473813,386,190236
"322","언브로큰",42011,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","15세이상관람가","액션,드라마,전쟁","안젤리나 졸리",256801,331,10781
"323","언프렌디드: 친구삭제",42131,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","15세이상관람가","공포(호러),스릴러","레오 가브리아제",219588,471,9988
"324","에베레스트",42271,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","12세이상관람가","어드벤처,드라마,스릴러","발타자르 코루마쿠르",331814,865,9340
"325","에픽 : 숲속의 전설",41493,"미국","","이십세기폭스코리아(주)","전체관람가","애니메이션,어드벤처","크리스 웻지",857666,207,15704
"326","엑소더스: 신들과 왕들",41976,"미국","","이십세기폭스코리아(주)","12세이상관람가","드라마","리들리 스콧",1511771,1056,43769
"327","엑스 마키나",42025,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","청소년관람불가","SF,스릴러","알렉스 가랜드",78049,1258,4057
"328","엑스맨: 데이즈 오브 퓨처 패스트",41781,"미국","","이십세기폭스코리아(주)","12세이상관람가","액션,판타지,SF,어드벤처","브라이언 싱어",4311068,460,82593
"329","엑스맨: 아포칼립스",42515,"미국","","이십세기폭스코리아(주)","12세이상관람가","액션,어드벤처,판타지,SF","브라이언 싱어",2934732,588,66263
"330","엔더스 게임",41639,"미국","","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","SF,액션,어드벤처","개빈 후드",651966,801,21250
"331","엘리시움",41515,"미국","","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","청소년관람불가","SF,액션","닐 블롬캠프",1204335,1054,31472
"332","엣지 오브 투모로우",41794,"미국","","워너브러더스 코리아(주)","12세이상관람가","액션,SF","더그 라이만",4678236,398,93651
"333","역린",41759,"한국","굿초이스컷픽쳐스(주),(주)파파스필름","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극","이재규",3843324,1013,83180
"334","연애의 맛",42131,"한국","(주)청우필름","(주)와우픽쳐스,(주)쇼박스","청소년관람불가","멜로/로맨스,코미디","김아론",214373,566,12473
"335","연평해전",42179,"한국","(주)로제타시네마","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","김학순",6018707,512,113901
"336","열정같은소리하고있네",42333,"한국","반짝반짝영화사(주)","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","드라마","정기훈",652418,387,30453
"337","열한시",41606,"한국","(주)파레토웍스,씨제이이앤엠(주)","씨제이이앤엠(주)","15세이상관람가","스릴러","김현석",870177,396,32534
"338","엽기적인 그녀 2",42502,"한국","(주)신씨네","(주)리틀빅픽쳐스","15세이상관람가","멜로/로맨스,코미디","조근식",76315,709,6081
"339","오 마이 그랜파",42446,"미국","","판씨네마(주)","청소년관람불가","코미디","댄 마저",79701,254,8842
"340","오늘의 연애",42018,"한국","(주)팝콘에프앤엠","씨제이이앤엠(주)","15세이상관람가","멜로/로맨스,코미디","박진표",1891940,855,47230
"341","오베라는 남자",42515,"스웨덴","","(주)싸이더스,(주)디스테이션","12세이상관람가","드라마","하네스 홀름",81312,233,4271
"342","오빠생각",42390,"한국","(주)조이래빗","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마,전쟁","이한",1067867,330,44779
"343","오싱",41613,"일본","","(주)팝엔터테인먼트","전체관람가","드라마","토가시 신",68155,336,3634
"344","오즈의 마법사: 돌아온 도로시",42047,"미국","","(주)박수엔터테인먼트","전체관람가","애니메이션,판타지,뮤지컬,어드벤처,가족","윌 핀,댄 세인트 피에르",292960,425,7520
"345","오큘러스",41788,"미국","","씨네그루(주)다우기술","15세이상관람가","미스터리,공포(호러),스릴러","마이크 플래너건",278838,58,9205
"346","오피스",42250,"한국","(주)영화사꽃","(주)리틀빅픽쳐스","15세이상관람가","스릴러,미스터리","홍원찬",438139,807,18557
"347","와일드",42026,"미국","","이십세기폭스코리아(주)","청소년관람불가","드라마","장 마크 발레",78721,508,2553
"348","용의자",41632,"한국","(주)그린피쉬,(주)쇼박스","(주)쇼박스","15세이상관람가","액션,스릴러","원신연",4127218,42,69099
"349","우는 남자",41794,"한국","다이스필름(주)","씨제이이앤엠(주)","청소년관람불가","액션,드라마","이정범",603409,566,22315
"350","우리 선희",41529,"한국","(주)영화제작전원사","(주)영화제작전원사 ,(주)영화사 조제","청소년관람불가","드라마","홍상수",66752,252,3711
"351","우리는 형제입니다",41935,"한국","필름있수다","(주)쇼박스","12세이상관람가","코미디,드라마","장진",970021,573,41636
"352","우먼 인 골드",42194,"미국","","(주)팝엔터테인먼트","12세이상관람가","드라마","사이먼 커티스",139862,736,5697
"353","우아한 거짓말",41711,"한국","(주)유비유필름,(주)무비락","CGV아트하우스","12세이상관람가","드라마","이한",1608175,308,57322
"354","워크래프트: 전쟁의 서막",42530,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","12세이상관람가","액션,어드벤처,판타지","던칸 존스",1163067,326,34089
"355","워킹걸",42011,"한국","(주)홍필름,(주)수필름","메가박스(주)플러스엠","청소년관람불가","코미디,멜로/로맨스","정범식",142505,329,7052
"356","워터 디바이너",42032,"미국","","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마,전쟁","러셀 크로우",135745,378,9178
"357","원 챈스",41711,"영국","","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","코미디,드라마","데이빗 프랭클",80977,523,7388
"358","월터의 상상은 현실이 된다",41639,"미국","","이십세기폭스코리아(주)","12세이상관람가","어드벤처,코미디,드라마","벤 스틸러",928260,235,24424
"359","위대한 소원",42481,"한국","주식회사 브레인샤워","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","코미디,드라마","남대중",306249,337,22743
"360","위아영",42138,"미국","","(주)브리즈픽처스,(주)영화사오원","15세이상관람가","코미디,드라마","노아 바움백",61065,574,4903
"361","위자",42110,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","15세이상관람가","미스터리,공포(호러)","스틸즈 화이트",73549,429,6158
"362","위플래쉬",42075,"미국","","(주)쇼박스","15세이상관람가","드라마","다미엔 차젤레",1538645,65,54392
"363","위험한 상견례 2",42123,"한국","(주)전망좋은 영화사,TCO(주)더콘텐츠온,(주)마음에드는영화사","롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트","15세이상관람가","멜로/로맨스,코미디","김진영",472535,394,18408
"364","유스",42376,"이탈리아","","그린나래미디어(주)","15세이상관람가","드라마","파올로 소렌티노",81565,305,2968
"365","은밀한 유혹",42159,"한국","(주)영화사비단길,(주)수필름","씨제이이앤엠(주)","15세이상관람가","멜로/로맨스,범죄","윤재구",145547,541,14968
"366","응징자",41577,"한국","(주)엔브릭스","(주)인벤트스톤","청소년관람불가","액션,스릴러","신동엽",192347,287,12023
"367","이미테이션 게임",42052,"영국","","메가박스(주)플러스엠","15세이상관람가","드라마,스릴러","모튼 틸덤",1721148,85,44450
"368","이스케이프 플랜",41613,"미국","","판씨네마(주)","청소년관람불가","액션,스릴러","미카엘 하프스트롬",292893,320,10332
"369","이웃집에 신이 산다",42362,"벨기에","","(주)엣나인필름","청소년관람불가","코미디","자코 반 도마엘",96741,682,3125
"370","익스펜더블 3",41871,"미국","","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션,어드벤처,스릴러","패트릭 휴즈",151741,926,8076
"371","인간중독",41773,"한국","(주)아이언팩키지","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","멜로/로맨스,드라마","김대우",1440253,196,43956
"372","인디펜던스 데이 : 리써전스",42543,"미국","","이십세기폭스코리아(주)","12세이상관람가","액션,어드벤처,SF","롤랜드 에머리히",1500364,70,47406
"373","인보카머스",41872,"미국","","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","청소년관람불가","공포(호러)","스콧 데릭슨",69786,931,3146
"374","인사이드 르윈",41668,"미국","","블루미지","15세이상관람가","드라마","조엘 코엔,에단 코엔",101872,480,3580
"375","인사이드 아웃",42194,"미국","","월트디즈니컴퍼니코리아(주)","전체관람가","애니메이션,코미디","피트 닥터",4797586,416,79256
"376","인서전트",42088,"미국","","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","SF,액션","로베르트 슈벤트케",282630,405,18199
"377","인시디어스 3",42194,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","15세이상관람가","공포(호러)","리 워넬",825517,1410,20824
"378","인시디어스: 두번째 집",41613,"미국","","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","15세이상관람가","공포(호러)","제임스 완",577758,659,18656
"379","인터스텔라",41949,"미국","","워너브러더스 코리아(주)","12세이상관람가","SF","크리스토퍼 놀란",9737539,585,158008
"380","인턴",42271,"미국","","워너브러더스 코리아(주)","12세이상관람가","코미디","낸시 마이어스",3428553,263,73652
"381","인투 더 스톰",41879,"미국","","워너브러더스 코리아(주)","12세이상관람가","액션,스릴러","스티븐 쿼일",2077960,193,45879
"382","일곱난쟁이",41997,"독일","","메가박스(주)플러스엠","전체관람가","애니메이션,어드벤처,가족","헤랄드 지페르만",226399,66,3867
"383","일대종사",41508,"중국","","CGV아트하우스","12세이상관람가","액션,드라마","왕가위",99959,402,5761
"384","일사각오",42446,"한국","KBS","파이오니아21","12세이상관람가","드라마","권혁만",77575,219,2366
"385","잡스",41515,"미국","","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","조슈아 마이클 스턴",225146,688,12016
"386","잡아야 산다",42376,"한국","더퀸디앤엠 주식회사","오퍼스픽쳐스","15세이상관람가","코미디,액션","오인천",54835,419,3186
"387","장수상회",42103,"한국","(주)빅픽쳐,씨제이이앤엠(주)","씨제이이앤엠(주)","12세이상관람가","멜로/로맨스,드라마","강제규",1153291,332,52513
"388","잭 라이언 : 코드네임 쉐도우",41655,"미국","","씨제이이앤엠(주)","12세이상관람가","액션,드라마,스릴러","케네스 브래너",327591,224,12908
"389","저스틴",41639,"스페인","","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션,어드벤처","마누엘 시실라",264497,924,6777
"390","정글번치 : 빙산으로의 귀환",41549,"프랑스","","(주)팝엔터테인먼트","전체관람가","애니메이션","다비드 알로,에릭 토스티",62481,287,2386
"391","정글북",42530,"미국","","월트디즈니컴퍼니코리아(주)","12세이상관람가","어드벤처,드라마","존 파브로",2533220,312,59016
"392","정글히어로",41914,"한국","원더월드 스튜디오,(주)디씨지플러스","씨제이이앤엠(주)","전체관람가","애니메이션","박태동,마우리시오 드 라 오르타",70823,676,2739
"393","제 5침공",42425,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","12세이상관람가","액션,어드벤처,SF","J 블레이크슨",135874,607,5195
"394","제보자",41914,"한국","(주)영화사수박","메가박스(주)플러스엠","12세이상관람가","드라마","임순례",1751357,825,58308
"395","조선마술사",42368,"한국","위더스필름(주)","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","김대승",628167,388,18626
"396","조선명탐정 : 사라진 놉의 딸",42046,"한국","청년필름(주)","(주)쇼박스","12세이상관람가","사극,코미디,어드벤처","김석윤",3871323,405,80478
"397","조선미녀삼총사",41668,"한국","웰메이드필름","(주)쇼박스","12세이상관람가","코미디,액션,사극","박제현",480192,321,14030
"398","조이",42439,"미국","","이십세기폭스코리아(주)","12세이상관람가","코미디,드라마","데이빗 O. 러셀",171335,636,12840
"399","존 윅",42025,"미국","","(주)나이너스엔터테인먼트","청소년관람불가","액션,스릴러","데이빗 레이치,채드 스타헬스키",114284,371,6623
"400","좋아해줘",42417,"한국","리양필름주식회사,(주)제이케이필름","씨제이이앤엠(주)","12세이상관람가","멜로/로맨스,코미디","박현진",846492,394,27115
"401","좋은 친구들",41830,"한국","오퍼스픽쳐스,굿초이스컷픽쳐스(주)","씨제이이앤엠(주)","청소년관람불가","범죄,드라마","이도윤",404456,318,17820
"402","주온 : 끝의 시작",41836,"일본","","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","공포(호러)","오치아이 마사유키",410430,735,15338
"403","주온: 더 파이널",42278,"일본","","유니버설픽쳐스인터내셔널 코리아(유)","15세이상관람가","공포(호러)","오치아이 마사유키",61130,561,4882
"404","주토피아",42417,"미국","","월트디즈니컴퍼니코리아(주)","전체관람가","애니메이션,액션,어드벤처","바이론 하워드,리치 무어",3177093,1290,71521
"405","주피터 어센딩",42040,"미국","","워너브러더스 코리아(주)","12세이상관람가","SF,액션,어드벤처","라나 워쇼스키,앤디 워쇼스키",309729,70,16453
"406","쥬라기 월드",42166,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","12세이상관람가","액션,어드벤처,SF","콜린 트레보로우",5513672,740,117514
"407","지금은맞고그때는틀리다",42271,"한국","(주)영화제작전원사","(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마","홍상수",76021,372,4583
"408","집으로 가는 길",41619,"한국","씨제이이앤엠(주),(주)다세포클럽","씨제이이앤엠(주)","15세이상관람가","드라마","방은진",1852430,350,42767
"409","짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습",42117,"일본","","(주)이수C&E","전체관람가","애니메이션,코미디,어드벤처","타카하시 와타루",150170,301,5088
"410","짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격",42376,"일본","","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션","하시모토 마사카즈",202538,560,6706
"411","짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!",41732,"일본","","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","애니메이션","하시모토 마사카즈",84306,551,3278
"412","찌라시: 위험한 소문",41690,"한국","(주)영화사수박","씨제이이앤엠(주)","15세이상관람가","범죄,드라마","김광식",1221207,300,37422
"413","차이나타운",42123,"한국","폴룩스픽쳐스(주)","CGV아트하우스","청소년관람불가","범죄,드라마","한준희",1471418,415,45085
"414","창문 넘어 도망친 100세 노인",41808,"스웨덴","","(주)영화사 빅","15세이상관람가","어드벤처,코미디,드라마","플렉스 할그렌",239274,536,11117
"415","창수",41606,"한국","영화사아람(주),(주)마이더스필름","(주)마인스 엔터테인먼트,(주)박수엔터테인먼트","청소년관람불가","드라마","이덕희",429141,533,19471
"416","채피",42075,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","15세이상관람가","액션,스릴러","닐 블롬캠프",571985,318,24647
"417","천재 강아지 미스터 피바디",41753,"미국","","씨제이이앤엠(주)","전체관람가","애니메이션,어드벤처,가족","롭 민코프",382550,349,10442
"418","최강전사 미니특공대 : 새로운 악당의 습격",42040,"한국","(주)삼지애니메이션","에이원엔터테인먼트","전체관람가","애니메이션","이영준",155274,446,4606
"419","최강전사 미니특공대: 영웅의 탄생",42404,"한국","(주)삼지애니메이션","(주)삼지애니메이션","전체관람가","애니메이션","이영준",116347,968,4749
"420","치외법권",42243,"한국","(주)유니프로,(주)스톰픽쳐스코리아","판씨네마(주)","15세이상관람가","액션","신동엽",346483,293,15297
"421","친구 2",41592,"한국","(주)트리니티엔터테인먼트,(주)제이콘컴퍼니","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","액션","곽경택",2969900,544,69856
"422","카운슬러",41592,"미국","","이십세기폭스코리아(주)","청소년관람불가","범죄,드라마,스릴러","리들리 스콧",133272,288,7740
"423","카트",41956,"한국","(주)명필름","(주)리틀빅픽쳐스","12세이상관람가","드라마","부지영",795078,517,28423
"424","캐롤",42404,"미국","","CGV아트하우스","청소년관람불가","드라마","토드 헤인즈",311707,1990,10750
"425","캐치미",41626,"한국","(주)소넷엔터테인먼트,(주)심엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디,멜로/로맨스","이현종",489948,1106,16847
"426","캡틴 아메리카: 시빌 워",42487,"미국","","월트디즈니컴퍼니코리아(주)","12세이상관람가","액션,SF,스릴러","안소니 루소,조 루소",8669650,302,161298
"427","캡틴 아메리카: 윈터 솔져",41724,"미국","","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","15세이상관람가","액션,어드벤처,SF","조 루소,안소니 루소",3934659,563,109096
"428","캡틴 필립스",41570,"미국","","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","15세이상관람가","액션,드라마","폴 그린그래스",240079,640,10576
"429","컨저링",41534,"미국","","워너브러더스 코리아(주)","15세이상관람가","공포(호러),스릴러","제임스 완",2257760,343,48566
"430","컨저링 2",42530,"미국","","워너브러더스 코리아(주)","15세이상관람가","공포(호러)","제임스 완",1923279,180,45613
"431","컬러풀 웨딩즈",41928,"프랑스","","(주)이수C&E","12세이상관람가","코미디","필립 드 쇼브홍",190384,1365,12956
"432","쿰바: 반쪽무늬 얼룩말의 대모험",41886,"남아프리카공화국","","(주)와이즈베이","전체관람가","애니메이션,어드벤처,가족","앤서니 실버스톤",73682,351,2004
"433","쿵푸팬더3",42397,"미국","드림웍스 애니메이션","씨제이이앤엠(주)","전체관람가","애니메이션,액션,어드벤처","여인영,알레산드로 칼로니",3983422,574,97345
"434","크리미널",42543,"영국","","(주)영화사 빅","15세이상관람가","액션,범죄","아리엘 브로멘",90277,728,7009
"435","클로버필드 10번지",42467,"미국","","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","미스터리,스릴러","댄 트라첸버그",357667,232,24674
"436","킹스맨 : 시크릿 에이전트",42046,"미국","","이십세기폭스코리아(주)","청소년관람불가","액션,스릴러","매튜 본",5329549,527,105201
"437","타임 패러독스",42011,"호주","","(유)조이앤시네마","15세이상관람가","SF,스릴러","마이클 스피어리그,피터 스피어이그",80263,890,4322
"438","타잔 3D",41648,"독일","","(주)싸이더스","전체관람가","애니메이션,액션,어드벤처","라인하드 클루스",595285,764,12984
"439","타짜-신의 손",41885,"한국","(주)싸이더스","롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스","청소년관람불가","드라마","강형철",3970445,763,80051
"440","탐정 : 더 비기닝",42271,"한국","(주)크리픽쳐스","씨제이이앤엠(주)","15세이상관람가","코미디,범죄","김정훈",2618850,264,54848
"441","탐정 홍길동: 사라진 마을",42494,"한국","(주)영화사비단길","씨제이이앤엠(주)","15세이상관람가","드라마,액션","조성희",1429392,1113,40971
"442","터널 3D",41871,"한국","(주)필마픽쳐스 ,(주)씨제이에스지 마당엔터테인먼트","(주)박수엔터테인먼트","15세이상관람가","공포(호러),스릴러","박규택",79861,333,5071
"443","터미네이터 제니시스",42187,"미국","","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션,어드벤처,SF,스릴러","앨런 테일러",3234948,182,77500
"444","터보",41480,"미국","","씨제이이앤엠(주)","전체관람가","애니메이션","데이빗 소렌",365734,616,6996
"445","터키",41851,"미국","","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","애니메이션,코미디","지미 헤이워드",113795,733,2384
"446","테이큰 3",42005,"미국","","이십세기폭스코리아(주)","15세이상관람가","액션,범죄,스릴러","올리비에 메가턴",2006561,397,39748
"447","토르: 다크 월드",41577,"미국","","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","12세이상관람가","액션,어드벤처,판타지","앨런 테일러",3037402,331,77937
"448","톱스타",41571,"한국","영화사 문(주)","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","박중훈",170270,198,12188
"449","퇴마: 무녀굴",42236,"한국","(주)케이프로덕션,플로우식스(주),버티고필름","씨네그루(주)다우기술","15세이상관람가","공포(호러),스릴러","김휘",120802,435,6463
"450","투 마더스",41508,"프랑스","","(주)싸이더스","청소년관람불가","드라마","앤 폰테인",71040,378,3858
"451","투모로우랜드",42151,"미국","월트 디즈니 픽쳐스","월트디즈니컴퍼니코리아(주)","12세이상관람가","액션,어드벤처,미스터리,SF","브래드 버드",265744,417,14625
"452","툼스톤",41900,"미국","","(주)인벤트스톤","청소년관람불가","액션,범죄,드라마,미스터리,스릴러","스콧 프랭크",242707,1602,16226
"453","트랜센던스",41773,"미국","","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","SF,액션,드라마","월리 피스터",692802,432,23175
"454","트랜스포머: 사라진 시대",41815,"미국","","씨제이이앤엠(주)","12세이상관람가","액션,SF,어드벤처","마이클 베이",5295801,309,107864
"455","트랜스포터: 리퓰드",42292,"프랑스","","씨네그루(주)다우기술","15세이상관람가","액션,범죄,스릴러","카밀 들라마레",161245,690,10083
"456","트럼보",42467,"미국","","그린나래미디어(주),(주)프레인글로벌","15세이상관람가","드라마","제이 로치",59313,776,5015
"457","특별수사: 사형수의 편지",42537,"한국","(주)콘텐츠케이","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","범죄,드라마","권종관",1221809,352,39258
